Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
"Fri, Jan 29, 2016",8:30p,Brooklyn Nets,79,Dallas Mavericks,91,Box Score,,20409,
"Fri, Jan 29, 2016",9:00p,Minnesota Timberwolves,90,Utah Jazz,103,Box Score,,18850,
"Fri, Jan 29, 2016",10:00p,Charlotte Hornets,91,Portland Trail Blazers,109,Box Score,,19393,
"Fri, Jan 29, 2016",10:30p,Los Angeles Lakers,93,Los Angeles Clippers,105,Box Score,,19495,
"Sat, Jan 30, 2016",5:00p,Golden State Warriors,108,Philadelphia 76ers,105,Box Score,,20798,
"Sat, Jan 30, 2016",6:30p,Detroit Pistons,107,Toronto Raptors,111,Box Score,,19800,
"Sat, Jan 30, 2016",7:00p,Denver Nuggets,105,Indiana Pacers,109,Box Score,OT,18165,
"Sat, Jan 30, 2016",7:00p,Brooklyn Nets,103,New Orleans Pelicans,105,Box Score,,18037,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Sat, Jan 30, 2016",8:00p,Washington Wizards,123,Houston Rockets,122,Box Score,,18320,
"Sat, Jan 30, 2016",8:00p,Sacramento Kings,117,Memphis Grizzlies,121,Box Score,,18119,
"Sat, Jan 30, 2016",8:30p,San Antonio Spurs,103,Cleveland Cavaliers,117,Box Score,,20562,
"Sun, Jan 31, 2016",3:30p,Chicago Bulls,93,Los Angeles Clippers,120,Box Score,,19325,
"Sun, Jan 31, 2016",6:00p,Atlanta Hawks,87,Miami Heat,105,Box Score,,19937,
"Sun, Jan 31, 2016",6:00p,Boston Celtics,114,Orlando Magic,119,Box Score,,18846,
"Sun, Jan 31, 2016",7:00p,Phoenix Suns,78,Dallas Mavericks,91,Box Score,,20137,
"Sun, Jan 31, 2016",7:30p,Golden State Warriors,116,New York Knicks,95,Box Score,,19812,
"Sun, Jan 31, 2016",9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,96,Box Score,,19393,
"Sun, Jan 31, 2016",9:30p,Charlotte Hornets,101,Los Angeles Lakers,82,Box Score,,18997,
