date,user_id,link
2021-01-20 15:33:31,bellcourtproperty.southperth,https://www.instagram.com/p/CKQSxYXjugl/
2021-01-20 15:34:39,statisticsforyou,https://www.instagram.com/p/CKQSjHWqlmd/
2021-01-20 20:28:59,0324.__r,https://www.instagram.com/p/CKQ8yKOAlLX/
2021-01-20 20:29:39,yasu_study06,https://www.instagram.com/p/CKQ63rIl88e/
2021-01-20 20:30:22,math_channel_official,https://www.instagram.com/p/CKQ6r8ahGf-/
2021-01-20 20:31:28,yoshikosennsei.fuji,https://www.instagram.com/p/CKQ5xpiJDaB/
2021-01-20 20:32:38,chugaku_eisu_ryota,https://www.instagram.com/p/CKQ5YYmDpXL/
2021-01-20 20:33:45,yunamai.official,https://www.instagram.com/p/CKQ439xjfzK/
2021-01-20 20:34:53,isoisokonsaru,https://www.instagram.com/p/CKQ4thrgOmR/
2021-01-20 20:36:02,root_gallery_sugaku,https://www.instagram.com/p/CKQ4qlnA9JJ/
2021-01-20 20:37:12,asagi_studying,https://www.instagram.com/p/CKQ3swtAZN3/
2021-01-20 20:38:17,nikka.math.school,https://www.instagram.com/p/CKQ3Jl-AVMj/
2021-01-20 20:39:25,rapeblossoms_04,https://www.instagram.com/p/CKQ0_qsBXm1/
2021-01-20 21:30:03,ai_laboratory,https://www.instagram.com/p/CKQ3QFTHwlb/
2021-01-20 21:31:12,homework_h1roo,https://www.instagram.com/p/CKQPZl2HdF4/
2021-01-20 21:32:18,homework_h1roo,https://www.instagram.com/p/CKQPYisHgev/
2021-01-20 21:33:27,homework_h1roo,https://www.instagram.com/p/CKQPXfZne-1/
2021-01-20 21:34:35,homework_h1roo,https://www.instagram.com/p/CKQPWO5nAyG/
2021-01-20 21:35:43,homework_h1roo,https://www.instagram.com/p/CKQPVFMH69b/
2021-01-20 21:36:50,homework_h1roo,https://www.instagram.com/p/CKQPUIdHWxw/
2021-01-20 21:37:56,homework_h1roo,https://www.instagram.com/p/CKQPTEtHGut/
2021-01-20 21:39:05,homework_h1roo,https://www.instagram.com/p/CKQPSBAHpGm/
2021-01-20 21:40:19,homework_h1roo,https://www.instagram.com/p/CKQPQL5nXnO/
2021-01-20 22:17:03,onii_oficial,https://www.instagram.com/p/CKRKOaUlkNP/
2021-01-20 22:18:10,la_miiire,https://www.instagram.com/p/CKRKNeAFdaD/
2021-01-20 22:19:19,inocrowd,https://www.instagram.com/p/CKRKMbhs4E4/
2021-01-20 22:20:26,belpy21,https://www.instagram.com/p/CKRKL7lF1TW/
